spkid,full_name,a,e,i,om,w,q,ad,per_y,H,rot_per,spec_B,spec_T,n,per,class,producer,first_obs,diameter
2001418,  1418 Fayeta (1903 RG),2.241241,0.2040677,7.19474,355.14043,324.07894,1.7838761,2.6986059,3.355374805,12.09,63.641,,S,0.29374551,1225.550648,MBA,MPCLINUX,1903-??-??,10.01
2001421,  1421 Esperanto (1936 FQ),3.0908372,0.0825147,9.80744,42.64439,164.50351,2.8357977,3.3458767,5.434034605,10.3,21.982,,,0.1813802,1984.781139,MBA,MPCLINUX,1906-??-??,43.31
2001423,  1423 Jose (1936 QM),2.8609249,0.0782057,2.90579,58.59433,319.34539,2.6371843,3.0846655,4.839136788,10.5,12.307,S,,0.20367812,1767.494712,MBA,MPCLINUX,1936-??-??,26.14
2001424,  1424 Sundmania (1937 AJ),3.1894614,0.0623903,9.17661,43.01878,301.87736,2.9904699,3.3884529,5.696186722,9.5,93.73,X,,0.17303265,2080.5322,MBA,MPCLINUX,1918-??-??,70.75
2001425,  1425 Tuorla (1937 GB),2.6115676,0.0999621,12.97388,186.00744,342.07024,2.3505098,2.8726254,4.220463148,11.3,6.97,,,0.2335351,1541.524165,MBA,MPCLINUX,1937-??-??,14.94
2001426,  1426 Riviera (1937 GF),2.5797066,0.1617929,9.06236,335.07849,274.91161,2.1623284,2.9970848,4.143465009,10.8,4.404,,,0.23787489,1513.400595,MBA,MPCLINUX,1937-??-??,15.44
2001427,  1427 Ruvuma (1937 KB),2.7487805,0.2116544,9.346,78.45339,242.09058,2.166989,3.330572,4.557412144,10.7,4.797,C,,0.21626885,1664.594786,MBA,MPCLINUX,1929-??-??,37.56
2001428,  1428 Mombasa (1937 NO),2.8104351,0.1378699,17.32663,115.81942,251.67457,2.4229607,3.1979095,4.711601524,10.9,16.67,Xc,,0.20919135,1720.912457,MBA,MPCLINUX,1933-??-??,56.63
2001434,  1434 Margot (1936 FD1),3.0237914,0.0622627,10.80995,152.51748,146.86432,2.835522,3.2120608,5.258186186,10.43,8.17,,S,0.18744606,1920.552505,MBA,MPCLINUX,1906-??-??,29.65
2001435,  1435 Garlena (1936 WE),2.6437122,0.2507821,4.03746,189.23852,268.86393,1.9807165,3.3067079,4.298624134,12.8,,,,0.22928878,1570.072465,MBA,MPCLINUX,1936-??-??,17.61
2001436,  1436 Salonta (1936 YA),3.1444955,0.0658224,13.8941,260.69325,28.96491,2.9375173,3.3514737,5.57615287,10.3,8.87,,,0.1767574,2036.689836,MBA,MPCLINUX,1937-??-??,62.9
2001439,  1439 Vogtia (1937 TE),4.0003844,0.1181628,4.20466,35.62163,101.15513,3.5276878,4.473081,8.001304426,10.45,12.95,,XFU,0.1231832,2922.476442,OMB,MPCLINUX,1937-??-??,47.87
2001441,  1441 Bolyai (1937 WA),2.6327992,0.2372757,13.90809,254.30487,115.19995,2.0080999,3.2574985,4.272035051,13.1,,,,0.23071587,1560.360802,MBA,MPCLINUX,1937-??-??,14.76
2001444,  1444 Pannonia (1938 AE),3.1538192,0.1390429,17.76194,303.33265,311.37541,2.715303,3.5923354,5.60097198,9.1,10.756,,,0.17597415,2045.755016,MBA,MPCLINUX,1938-??-??,29.2
2001448,  1448 Lindbladia (1938 DF),2.3729718,0.1844375,5.8195,44.93843,74.73038,1.9353068,2.8106368,3.655502426,12.6,10.969,,,0.26962813,1335.172261,MBA,MPCLINUX,1938-??-??,20.65
2001450,  1450 Raimonda (1938 DP),2.6117317,0.17224,4.86552,74.94974,13.66427,2.161887,3.0615764,4.220860952,11.9,12.66,,,0.23351309,1541.669463,MBA,MPCLINUX,1915-??-??,14.88
2001453,  1453 Fennia (1938 ED1),1.8972309,0.0280562,23.672,7.1106,254.79153,1.8440018,1.95046,2.613295325,12.83,4.4121,,S,0.3771584,954.5061173,IMB,MPCLINUX,1938-??-??,7.23
2001456,  1456 Saldanha (1937 NG),3.2118951,0.2118168,10.49731,282.98162,63.27345,2.5315618,3.8922284,5.756390196,10.93,19.035,,C:,0.17122298,2102.521519,OMB,MPCLINUX,1926-??-??,43.59
2001458,  1458 Mineura (1937 RC),2.626472,0.1813185,12.53735,181.68091,100.1956,2.150244,3.1027,4.256644474,11.5,36,S,,0.23155006,1554.739394,MBA,MPCLINUX,1937-??-??,17.19
2001459,  1459 Magnya (1937 VA),3.1437322,0.2340199,16.94454,41.55818,328.94604,2.4080363,3.8794281,5.574122619,9.9,4.678,,,0.17682178,2035.948287,MBA,MPCLINUX,1937-??-??,29.9
2001461,  1461 Jean-Jacques (1937 YL),3.1255722,0.0448257,15.32998,104.81283,335.338,2.9854662,3.2656782,5.525893573,10.01,16.56,,M,0.17836505,2018.332627,MBA,MPCLINUX,1935-??-??,32.94
2001462,  1462 Zamenhof (1938 CA),3.1481968,0.1088436,0.96763,24.77847,188.67938,2.8055357,3.4908579,5.586001202,10.8,10.4,,,0.17644577,2040.286939,MBA,MPCLINUX,1938-??-??,25.82
2001463,  1463 Nordenmarkia (1938 CB),3.1567653,0.1886816,7.29694,329.82902,77.32226,2.5611418,3.7523888,5.608821978,10.6,2    Y,,,0.17572786,2048.622228,MBA,MPCLINUX,1938-??-??,44.48
2001466,  1466 Mundleria (1938 KA),2.377041,0.1575223,13.13705,155.09293,74.38071,2.002604,2.751478,3.664909087,11.9,,,,0.26893608,1338.608044,MBA,MPCLINUX,1938-??-??,21.51
2001469,  1469 Linzia (1938 QD),3.1213878,0.0678371,13.40094,188.9885,207.77255,2.9096419,3.3331337,5.514800283,9.6,22.215,,,0.17872384,2014.280803,MBA,MPCLINUX,1931-??-??,58.99
2001470,  1470 Carla (1938 SD),3.1640567,0.0666314,3.20902,358.53076,343.01826,2.9532312,3.3748822,5.628265722,11,6.1514,,,0.17512078,2055.724055,MBA,MPCLINUX,1938-??-??,36.97
2001471,  1471 Tornio (1938 SL1),2.7175637,0.116791,13.61961,322.07762,93.21496,2.4001767,3.0349507,4.479997695,10.7,6.6,T,,0.22000598,1636.319158,MBA,MPCLINUX,1931-??-??,33.04
2001473,  1473 Ounas (1938 UT),2.5758241,0.2353824,13.64884,216.69455,129.28038,1.9695204,3.1821278,4.134114563,11.8,16,,,0.23841291,1509.985344,MBA,MPCLINUX,1938-??-??,17.58
2001477,  1477 Bonsdorffia (1938 CC),3.199348,0.2761034,15.71336,320.68694,103.24334,2.3159971,4.0826989,5.722692672,11.59,7.8,,XU,0.17223121,2090.213499,MBA,MPCLINUX,1938-??-??,28.1
2001481,  1481 Tubingia (1938 DR),3.0173241,0.0460049,3.51736,353.78424,312.63589,2.8785124,3.1561358,5.241325512,10.34,24,,,0.18804905,1914.394143,MBA,MPCLINUX,1933-??-??,33.26
2001484,  1484 Postrema (1938 HC),2.7368792,0.2052732,17.32006,72.82343,126.83628,2.1750712,3.2986872,4.527845846,12.1,12.1923,B,,0.21768106,1653.795695,MBA,MPCLINUX,1933-??-??,43.18
2001487,  1487 Boda (1938 WC),3.1378231,0.1199424,2.46684,97.07583,108.27218,2.7614651,3.5141811,5.558413861,10.6,11.025,,,0.1773215,2030.210663,MBA,MPCLINUX,1929-??-??,29.16
2001489,  1489 Attila (1939 GC),3.1952971,0.1430794,2.45266,154.83399,25.32121,2.7381159,3.6524783,5.711827574,11.1,11.28,,,0.17255883,2086.245022,MBA,MPCLINUX,1939-??-??,30.27
2001490,  1490 Limpopo (1936 LB),2.3528834,0.1538702,10.02568,254.33214,90.75047,1.9908448,2.714922,3.609182148,12,6.647,Xc,,0.27308854,1318.25378,MBA,MPCLINUX,1936-??-??,18.58
2001492,  1492 Oppolzer (1938 FL),2.1725744,0.1170828,6.05624,137.82648,81.27408,1.9182033,2.4269455,3.202360155,12.8,,,,0.30778121,1169.662047,MBA,MPCLINUX,1938-??-??,12.27
2001493,  1493 Sigrid (1938 QB),2.42914,0.2024014,2.58365,330.66696,1.17659,1.9374787,2.9208013,3.786055768,11.99,43.296,Xc,F,0.26033063,1382.856869,MBA,MPCLINUX,1938-??-??,24.03
2001495,  1495 Helsinki (1938 SW),2.6384907,0.1550384,12.72997,13.14249,268.71351,2.2294233,3.0475581,4.285895355,11.6,5.33116,,,0.22996975,1565.423279,MBA,MPCLINUX,1938-??-??,18.37
2001501,  1501 Baade (1938 UJ),2.5435959,0.2417114,7.32177,17.01906,13.38149,1.9287798,3.158412,4.056769733,12.1,15.132,,,0.2429584,1481.735145,MBA,MPCLINUX,1930-??-??,11.05
2001502,  1502 Arenda (1938 WB),2.732822,0.0868867,4.0906,204.39153,274.52512,2.4953761,2.9702679,4.517781545,11.6,45.8,Xc,,0.21816599,1650.119709,MBA,MPCLINUX,1906-??-??,33.22
2001503,  1503 Kuopio (1938 XD),2.6259544,0.1038243,12.37286,317.00568,178.2662,2.3533165,2.8985923,4.255385961,10.6,9.957,,,0.23161854,1554.279722,MBA,MPCLINUX,1935-??-??,18.43
2001504,  1504 Lappeenranta (1939 FM),2.398941,0.1573313,11.04883,94.90395,50.82611,2.0215125,2.7763695,3.715673661,11.88,10.44,,S,0.2652618,1357.149805,MBA,MPCLINUX,1939-??-??,12.7
2001505,  1505 Koranna (1939 HH),2.6599141,0.1335663,14.46549,248.33587,342.9365,2.3046392,3.015189,4.338200563,11.6,4.451,,,0.22719703,1584.527756,MBA,MPCLINUX,1935-??-??,20.88
2001509,  1509 Esclangona (1938 YG),1.866103135,0.032056241,22.32405132,283.5471177,267.8908836,1.806282883,1.925923386,2.549245527,12.64,3.25283,,S,0.386634505,931.1119286,IMB,Otto Matic,12/21/38,8.17
2001510,  1510 Charlois (1939 DC),2.6715879,0.1470989,11.82173,331.51354,164.82107,2.2786003,3.0645755,4.366790924,11.2,6.653,C,,0.22570952,1594.970385,MBA,MPCLINUX,1939-??-??,23.8
2001511,  1511 Dalera (1939 FB),2.3571549,0.1090858,4.07039,81.75971,97.62832,2.1000228,2.614287,3.619015124,12.7,,,,0.27234655,1321.845274,MBA,MPCLINUX,1928-??-??,15.47
2001512,  1512 Oulu (1939 FE),3.9457626,0.150517,6.49416,10.28397,240.77283,3.3518583,4.5396669,7.837988606,9.62,132.3,,P,0.1257499,2862.825338,OMB,MPCLINUX,1939-??-??,82.72
2001516,  1516 Henry (1938 BG),2.6227651,0.1866366,8.73507,125.90839,94.07662,2.1332611,3.1122691,4.247636113,12.3,17.37,,,0.23204113,1551.44909,MBA,MPCLINUX,1938-??-??,19.92
2001517,  1517 Beograd (1938 FD),2.7184665,0.0435766,5.2786,63.92309,232.09156,2.600005,2.836928,4.482230397,11.1,6.943,X,,0.21989639,1637.134652,MBA,MPCLINUX,1942-??-??,36.16
2001519,  1519 Kajaani (1938 UB),3.1223006,0.241706,12.61112,15.88638,339.72607,2.3676218,3.8769794,5.517219571,11.4,,,,0.17864547,2015.164448,MBA,MPCLINUX,1938-??-??,26.37
2001520,  1520 Imatra (1938 UY),3.110420728,0.098702053,15.24007692,253.4845617,116.3412034,2.803415817,3.41742564,5.485761327,10,18.635,C,,0.179669917,2003.674325,MBA,Otto Matic,10/22/38,53.61
2001524,  1524 Joensuu (1939 SB),3.1073594,0.1222272,12.69024,347.74121,3.3292,2.7275556,3.4871632,5.477664404,10.8,9.276,,,0.1799355,2000.716924,MBA,MPCLINUX,1931-??-??,42.79
2001525,  1525 Savonlinna (1939 SC),2.6949826,0.2660262,5.86701,279.29462,64.53215,1.9780466,3.4119186,4.424275461,12.4,14.634,,,0.22277688,1615.966612,MBA,MPCLINUX,1930-??-??,12.18
2001532,  1532 Inari (1938 SM),3.0047961,0.0535096,8.7767,330.65442,122.98318,2.8440107,3.1655815,5.208716373,11.5,25,,S,0.18922633,1902.483655,MBA,MPCLINUX,1936-??-??,28.1
2001533,  1533 Saimaa (1939 BD),3.0117837,0.0363938,10.70849,156.7632,9.00817,2.9021734,3.121394,5.226896093,10.82,7.08,,S,0.18856818,1909.123798,MBA,MPCLINUX,1936-??-??,26.13
2001534,  1534 Nasi (1939 BK),2.7301935,0.2511864,9.79017,62.19195,42.86226,2.044406,3.415981,4.511265039,11.7,7.94,Cgh,,0.21848113,1647.739555,MBA,MPCLINUX,1924-??-??,22.12
2001535,  1535 Paijanne (1939 RC),3.1706444,0.1886046,6.11257,265.398,36.45015,2.5726463,3.7686425,5.64585219,10.7,8.8448,,,0.17457529,2062.147512,MBA,MPCLINUX,1933-??-??,26.72
2001537,  1537 Transylvania (1940 QA),3.0492222,0.3017662,3.85855,230.14824,148.01656,2.12907,3.9693744,5.324659042,11.9,12,,,0.18510599,1944.831715,MBA,MPCLINUX,1903-??-??,13.77
2001540,  1540 Kevola (1938 WK),2.8495413,0.0838921,11.96706,52.50961,113.52783,2.6104873,3.0885953,4.810283089,10.8,20.082,,,0.20489985,1756.955898,MBA,MPCLINUX,1926-??-??,44.18
2001541,  1541 Estonia (1939 CK),2.7680851,0.0682906,4.87553,1.47298,192.6647,2.5790509,2.9571193,4.605506047,11.2,,Xc,,0.21401042,1682.161084,MBA,MPCLINUX,1923-??-??,20.2
2001542,  1542 Schalen (1941 QE),3.096644436,0.111731761,2.764462341,212.0081283,164.3677925,2.750650899,3.442637974,5.449356425,10.3,,D,,0.180870218,1990.377434,MBA,Otto Matic,1898-11-14,45.19
2001544,  1544 Vinterhansenia (1941 UK),2.3736612,0.1044777,3.33364,60.02514,356.14911,2.1256665,2.6216559,3.657095457,11.7,13.77,,,0.26951068,1335.754116,MBA,MPCLINUX,1939-??-??,21.71
2001545,  1545 Thernoe (1941 UW),2.7714793,0.2373508,2.95377,51.83278,90.52265,2.1136665,3.4292921,4.613979617,11.8,17.2,K,,0.21361739,1685.256055,MBA,MPCLINUX,1906-??-??,18.71
2001548,  1548 Palomaa (1935 FK),2.7905314,0.078932,16.53821,116.95518,87.29977,2.5702692,3.0107936,4.661638371,11.5,7.4961,Xk,,0.21143345,1702.663415,MBA,MPCLINUX,1935-??-??,26.46
2001549,  1549 Mikko (1937 GA),2.230881,0.0840828,5.54727,85.32596,6.28555,2.0433023,2.4184597,3.332136724,11.7,11.49,S,,0.29579407,1217.062938,MBA,MPCLINUX,1937-??-??,9.91
2001552,  1552 Bessel (1938 DE1),3.0119177,0.0960549,9.83986,10.03096,37.85627,2.7226082,3.3012272,5.227245097,11,8.996,,,0.18855559,1909.251272,MBA,MPCLINUX,1938-??-??,18.56
2001556,  1556 Wingolfia (1942 AA),3.42598,0.1095627,15.74892,91.61455,269.90033,3.0506204,3.8013396,6.341404383,10.55,10,,XC,0.15542713,2316.197951,OMB,MPCLINUX,1942-??-??,28.65
2001558,  1558 Jarnefelt (1942 BD),3.2245781,0.0327946,10.48771,110.94994,290.93376,3.1188294,3.3303268,5.790519918,10.2,18.22,,,0.17021378,2114.9874,OMB,MPCLINUX,1913-??-??,65.09
2001561,  1561 Fricke (1941 CG),3.204689,0.1265807,4.34474,231.34587,37.28551,2.7990372,3.6103408,5.737028648,11.6,,,,0.17180083,2095.449714,OMB,MPCLINUX,1941-??-??,26.03
2001562,  1562 Gondolatsch (1943 EE),2.2263375,0.0780635,4.88401,129.49802,83.4772,2.0525418,2.4001332,3.321962309,11.8,8.78,S,,0.29670002,1213.346733,MBA,MPCLINUX,1926-??-??,11.52
2001567,  1567 Alikoski (1941 HN),3.2085854,0.084602,17.28643,51.60768,112.49801,2.9371327,3.4800381,5.747495194,9.47,16.405,C,PU,0.17148797,2099.27262,OMB,MPCLINUX,1938-??-??,67.83
2001569,  1569 Evita (1948 PA),3.1451496,0.133923,12.26716,99.52537,250.26842,2.7239417,3.5663575,5.577892911,11.1,,,,0.17670226,2037.325386,MBA,MPCLINUX,1948-??-??,33.92
2001571,  1571 Cesco (1950 FJ),3.1450029,0.1107505,14.57129,292.70925,138.96324,2.7966923,3.4933135,5.577502459,11.5,,,,0.17671463,2037.182773,MBA,MPCLINUX,1950-??-??,28.9
2001572,  1572 Posnania (1949 SC),3.1053897,0.2085247,13.29757,6.1228,354.50939,2.4578392,3.7529402,5.472457015,10,8.048,,,0.18010672,1998.814925,MBA,MPCLINUX,1949-??-??,33.62
2001573,  1573 Vaisala (1949 UA),2.3701617,0.2316547,24.54579,202.40941,173.57306,1.8211026,2.9192208,3.64901095,12.3,252,,,0.27010779,1332.80125,MBA,MPCLINUX,1949-??-??,9.77
2001574,  1574 Meyer (1949 FD),3.5350482,0.0369839,14.5191,246.00062,270.38653,3.4043083,3.6657881,6.646625382,10.3,12.64,,,0.14828973,2427.679921,OMB,MPCLINUX,1930-??-??,58.68
2001575,  1575 Winifred (1950 HH),2.3742996,0.178879,24.81892,206.87057,348.50231,1.9495873,2.7990119,3.658571044,12.3,125,,,0.26940198,1336.293074,MBA,MPCLINUX,1928-??-??,9.3
2001576,  1576 Fabiola (1948 SA),3.1462974,0.1675818,0.94922,166.62062,243.40573,2.6190352,3.6735596,5.580946442,11.04,6.7,,BU,0.17660558,2038.440688,MBA,MPCLINUX,1931-??-??,27.25
2001578,  1578 Kirkwood (1951 AT),3.9358949,0.2388109,0.8107,74.03065,2.97554,2.9959603,4.8758295,7.808604632,10.26,17.9,,D,0.1262231,2852.092842,OMB,MPCLINUX,1949-??-??,51.88
2001579,  1579 Herrick (1948 SB),3.4404179,0.1286264,8.75796,184.21292,280.39617,2.9978893,3.8829465,6.381532453,10.68,,,F,0.15444978,2330.854728,OMB,MPCLINUX,1929-??-??,42.73
2001581,  1581 Abanderada (1950 LA1),3.1572129,0.1233607,2.5393,104.87295,91.17946,2.7677369,3.5466889,5.610014676,10.85,,,BCU,0.1756905,2049.05786,MBA,MPCLINUX,1929-??-??,39.28
2001582,  1582 Martir (1950 LY),3.1538191,0.1285198,11.61338,94.03252,129.09385,2.7484909,3.5591473,5.600971662,10.9,9.84,,,0.17597416,2045.7549,MBA,MPCLINUX,1950-??-??,36.79
2001584,  1584 Fuji (1927 CR),2.376662619,0.194108624,26.62071892,305.4009691,188.7244701,1.915331907,2.83799333,3.664034088,10.67,14.88,,S,0.269000304,1338.288451,MBA,Otto Matic,2/7/27,21.7
2001585,  1585 Union (1947 RG),2.928624702,0.308948146,26.17466215,150.1155456,264.8112097,2.023831531,3.833417873,5.011916004,10.66,9.38,,,0.196656585,1830.602321,MBA,Otto Matic,2/13/39,50.42
2001586,  1586 Thiele (1939 CJ),2.4293239,0.1048335,4.05516,125.8894,30.2604,2.1746494,2.6839984,3.786485861,11.9,3.086,,,0.26030106,1383.013961,MBA,MPCLINUX,1939-??-??,14
2001590,  1590 Tsiolkovskaja (1933 NA),2.2300812,0.1578383,4.35106,226.64236,52.42205,1.878089,2.5820734,3.330344967,11.7,6.731,,,0.29595321,1216.408499,MBA,MPCLINUX,1907-??-??,13.27
2001591,  1591 Baize (1951 KA),2.3916023,0.1756912,24.81915,90.56448,163.62346,1.9714188,2.8117858,3.698636567,11.7,10,,,0.26648368,1350.927006,MBA,MPCLINUX,1943-??-??,18.7
2001592,  1592 Mathieu (1951 LA),2.7753621,0.3018408,13.51022,106.21103,177.06713,1.9376446,3.6130796,4.623679029,11.6,28.46,X,,0.21316927,1688.798765,MBA,MPCLINUX,1951-??-??,13.47
2001594,  1594 Danjon (1949 WA),2.2686508,0.1961008,8.9473,69.49195,222.12459,1.8237666,2.713535,3.417115671,12.2,12,S,,0.28843808,1248.101499,MBA,MPCLINUX,1931-??-??,11.56
2001595,  1595 Tanga (1930 ME),2.6441961,0.1106061,4.16464,112.22642,188.82929,2.3517319,2.9366603,4.299804435,12.02,11.05,,C:,0.22922584,1570.50357,MBA,MPCLINUX,1930-??-??,22.21
2001596,  1596 Itzigsohn (1951 EV),2.8894332,0.1287754,13.29255,249.19346,161.44673,2.5173453,3.2615211,4.911647437,10.4,39.722,,,0.20067122,1793.979226,MBA,MPCLINUX,1939-??-??,49.64
2001598,  1598 Paloque (1950 CA),2.3319576,0.0814669,7.53216,298.09721,300.34147,2.1419802,2.521935,3.561141108,12.2,5.949,,,0.2767726,1300.70679,MBA,MPCLINUX,1950-??-??,13.39
2001599,  1599 Giomus (1950 WA),3.1271601,0.1446158,6.09219,43.44599,356.85373,2.6749233,3.5793969,5.530105213,11,6.46,,,0.17822921,2019.870929,MBA,MPCLINUX,1950-??-??,39.54
2001603,  1603 Neva (1926 VH),2.7545177,0.0926238,8.55611,130.03865,257.42886,2.4993838,3.0096516,4.571687673,10.9,6.4249,Ch,,0.21559353,1669.808922,MBA,MPCLINUX,1907-??-??,36.03
2001604,  1604 Tombaugh (1931 FH),3.0263427,0.0971759,9.37958,309.19098,37.44325,2.7322551,3.3204303,5.2648423,10.53,7.047,Xc,XSCU,0.18720908,1922.98365,MBA,MPCLINUX,1930-??-??,32.33
2001605,  1605 Milankovitch (1936 GA),3.0143971,0.0792216,10.55771,173.78681,276.68486,2.7755917,3.2532025,5.233700775,10.1,11.6,,,0.18832301,1911.609208,MBA,MPCLINUX,1936-??-??,32.47
2001607,  1607 Mavis (1950 RA),2.5486644,0.3054784,8.58125,122.54418,236.05491,1.7701025,3.3272263,4.068901489,11.6,6.1339,,,0.242234,1486.166269,MBA,MPCLINUX,1950-??-??,11.97
2001609,  1609 Brenda (1951 NL),2.583451,0.2497156,18.65833,105.42528,228.51132,1.938323,3.228579,4.152489554,10.61,19.46,,,0.23735792,1516.69681,MBA,MPCLINUX,1934-??-??,29.64
2001613,  1613 Smiley (1950 SD),2.7349176,0.2613184,7.987,320.80208,127.23165,2.0202333,3.4496019,4.522979013,11.63,80.61,Cgh,,0.21791529,1652.018085,MBA,MPCW,1929-??-??,21.11
2001614,  1614 Goldschmidt (1952 HA),2.9987427,0.0713557,14.06752,162.42485,342.04808,2.7847653,3.2127201,5.19298426,10.7,,,,0.18979959,1896.737501,MBA,MPCLINUX,1928-??-??,46.32
2001615,  1615 Bardwell (1950 BW),3.1230356,0.1783297,1.68756,152.54625,251.59793,2.5661056,3.6799656,5.519168089,11.38,18,,B,0.1785824,2015.876145,MBA,MPCLINUX,1926-??-??,27.78
2001616,  1616 Filipoff (1950 EA),2.9137694,0.0210315,8.48731,48.36589,19.48606,2.8524885,2.9750503,4.973830223,11.5,,,,0.19816243,1816.691489,MBA,MPCLINUX,1950-??-??,24.31
2001618,  1618 Dawn (1948 NF),2.8692308,0.0267865,3.22527,102.96073,175.63271,2.7923741,2.9460875,4.8602258,11.5,43.19,S,,0.20279434,1775.197474,MBA,MPCLINUX,1948-??-??,19.59
2001621,  1621 Druzhba (1926 TM),2.2298139,0.1188306,3.17195,181.92814,238.46633,1.9648438,2.494784,3.329746305,12.39,99.2,,S,0.29600642,1216.189838,MBA,MPCLINUX,1926-??-??,9.08
2001624,  1624 Rabe (1931 TT1),3.1924526,0.0899684,1.98614,133.4399,20.78006,2.9052327,3.4796725,5.704202086,11.2,,,,0.17278951,2083.459812,MBA,MPCLINUX,1928-??-??,23.9
2001628,  1628 Strobel (1923 OG),3.0115957,0.0682665,19.37454,181.31215,290.60445,2.8060046,3.2171868,5.226406624,10.02,9.52,,,0.18858584,1908.945019,MBA,MPCLINUX,1923-??-??,57.12
2001629,  1629 Pecker (1952 DB),2.2381096,0.1554729,9.70076,132.71597,106.87585,1.8901442,2.586075,3.348345281,12.6,8.2166,S,,0.2943622,1222.983114,MBA,MPCLINUX,1942-??-??,9.34
2001630,  1630 Milet (1952 DA),3.0277705,0.1691247,4.53751,54.52655,95.95011,2.5156997,3.5398413,5.268568393,11.2,32.55,,,0.18707668,1924.344606,MBA,MPCLINUX,1936-??-??,20.03
2001631,  1631 Kopff (1936 UC),2.2353771,0.2127803,7.48879,16.93934,314.68613,1.7597329,2.7110213,3.342215208,12.2,6.683,,,0.2949021,1220.744105,MBA,MPCLINUX,1936-??-??,9.66
2001632,  1632 Siebohme (1941 DF),2.6561237,0.1347349,5.71273,200.0567,126.19813,2.2982511,3.0139963,4.328930966,11.3,56.65,,,0.22768353,1581.142035,MBA,MPCLINUX,1917-??-??,26.7
2001633,  1633 Chimay (1929 EC),3.1925542,0.1240126,2.67614,114.09491,64.95894,2.7966373,3.5884711,5.704474121,10.5,6.5911,,,0.17278127,2083.559173,MBA,MPCLINUX,1917-??-??,36.12
2001636,  1636 Porter (1950 BH),2.234814,0.1278094,4.4351,168.39631,239.276,1.9491838,2.5204442,3.340952361,13.1,2.9653,,S,0.29501357,1220.28285,MBA,MPCLINUX,1950-??-??,9.22
2001637,  1637 Swings (1936 QO),3.076354,0.0430407,14.06629,21.46117,232.78201,2.9439456,3.2087624,5.395884748,10.8,,,,0.18266259,1970.846904,MBA,MPCLINUX,1936-??-??,45.15
2001639,  1639 Bower (1951 RB),2.5720927,0.150101,8.43827,324.21759,106.70639,2.186019,2.9581664,4.125134749,10.98,12.5,,C,0.2389319,1506.705467,MBA,MPCLINUX,1906-??-??,36.41
2001641,  1641 Tana (1935 OJ),3.0187984,0.1024749,9.33633,331.64643,359.88549,2.7094473,3.3281495,5.245167432,11.4,7.95,,,0.18791131,1915.797405,MBA,MPCLINUX,1909-??-??,25.66
2001645,  1645 Waterfield (1933 OJ),3.0616098,0.1106923,1.02055,266.40728,102.1656,2.7227132,3.4005064,5.357139739,10.7,4.861,,XDC,0.18398368,1956.69529,MBA,MPCLINUX,1933-??-??,30.58
2001650,  1650 Heckmann (1937 TG),2.4345153,0.1641428,2.74799,199.88064,56.72654,2.0349071,2.8341235,3.798629899,11.56,14.893,,F,0.25946889,1387.449571,MBA,MPCLINUX,1906-??-??,29.07
2001654,  1654 Bojeva (1931 TL),3.0154158,0.0911321,10.45138,25.33783,332.41427,2.7406146,3.290217,5.236353944,10.8,,,,0.18822759,1912.578278,MBA,MPCLINUX,1931-??-??,26.98
2001655,  1655 Comas Sola (1929 WG),2.7796618,0.2363607,9.60103,111.14673,323.81879,2.122659,3.4366646,4.634428017,11.04,20.456,B,XFU,0.21267485,1692.724833,MBA,MPCLINUX,1901-??-??,30.57
2001659,  1659 Punkaharju (1940 YL),2.7856249,0.2575141,16.47617,338.40844,35.26222,2.0682872,3.5029626,4.649349011,10.1,5.01,S,,0.21199232,1698.174726,MBA,MPCLINUX,1930-??-??,31.21
2001663,  1663 van den Bos (1926 PE),2.2399751,0.1794135,5.3641,83.27227,274.86575,1.8380933,2.6418569,3.352532499,12.2,740,,,0.29399455,1224.512495,MBA,MPCLINUX,1936-??-??,12.13
2001669,  1669 Dagmar (1934 RS),3.1360973,0.1140219,0.94219,19.10019,178.93297,2.7785135,3.4936811,5.55382914,10.97,12,,G:,0.17746788,2028.536093,MBA,MPCLINUX,1934-??-??,35.78
2001674,  1674 Groeneveld (1938 DS),3.1982772,0.123055,2.66221,95.67956,359.82148,2.8047132,3.5918412,5.719819996,11.06,8.1,,,0.17231771,2089.164254,MBA,MPCLINUX,1938-??-??,27.38
2001675,  1675 Simonida (1938 FB),2.2331247,0.124625,6.79636,30.1845,50.36307,1.9548215,2.5114279,3.337164797,11.91,5.2885,,,0.2953484,1218.899442,MBA,MPCLINUX,1931-??-??,11.08
2001678,  1678 Hveen (1940 YH),3.1572424,0.1113858,10.18858,351.72341,122.78237,2.8055704,3.5089144,5.610093228,10.9,,,,0.17568804,2049.086551,MBA,MPCLINUX,1919-??-??,39.86
2001679,  1679 Nevanlinna (1941 FR),3.1169779,0.1527705,17.97403,177.51999,90.6712,2.6407956,3.5931602,5.503117494,10.6,17.92,,,0.17910326,2010.013665,MBA,MPCLINUX,1941-??-??,51.16
2001680,  1680 Per Brahe (1942 CH),2.7285621,0.1809895,4.26195,83.37086,158.10886,2.234721,3.2224032,4.507222217,11.2,3.44,S,,0.2186771,1646.262915,MBA,MPCLINUX,1902-??-??,14.2
2001684,  1684 Iguassu (1951 QE),3.1066375,0.1235897,3.66278,105.43434,152.05727,2.7226891,3.4905859,5.475756028,10.8,,,,0.17999821,2000.019889,MBA,MPCLINUX,1922-??-??,26.53
